Shape,Result,Number,Time
<http://example.org/lungCancer/shapes/Protocol10>,valid,373,2.3239073753356934
<http://example.org/lungCancer/shapes/Protocol14>,valid,1753,6.848782777786255
<http://example.org/lungCancer/shapes/Protocol20>,valid,3894,14.849263191223145
<http://example.org/lungCancer/shapes/Protocol24>,valid,5383,20.82952642440796
<http://example.org/lungCancer/shapes/Protocol23>,valid,4900,19.35137438774109
<http://example.org/lungCancer/shapes/Protocol20>,valid,3869,14.849263191223145
<http://example.org/lungCancer/shapes/Protocol6>,violated,6741,28.28168749809265
<http://example.org/lungCancer/shapes/Protocol2>,valid,3739,13.720799207687378
<http://example.org/lungCancer/shapes/Protocol8>,valid,7594,30.717232704162598
<http://example.org/lungCancer/shapes/Protocol16>,valid,2411,9.107722759246826
<http://example.org/lungCancer/shapes/Protocol6>,valid,6978,28.28168749809265
<http://example.org/lungCancer/shapes/Protocol11>,valid,730,3.5458712577819824
<http://example.org/lungCancer/shapes/Protocol24>,valid,5364,20.82952642440796
<http://example.org/lungCancer/shapes/Protocol17>,valid,2607,10.213403940200806
<http://example.org/lungCancer/shapes/Protocol17>,valid,2563,10.213403940200806
<http://example.org/lungCancer/shapes/Protocol14>,valid,1596,6.847782135009766
<http://example.org/lungCancer/shapes/Protocol22>,valid,4741,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol4>,valid,6339,25.631577491760254
<http://example.org/lungCancer/shapes/Protocol14>,valid,1855,6.848782777786255
<http://example.org/lungCancer/shapes/Protocol25>,valid,5535,22.2975971698761
<http://example.org/lungCancer/shapes/Protocol10>,valid,601,2.3239073753356934
<http://example.org/lungCancer/shapes/Protocol5>,valid,6524,26.907729387283325
<http://example.org/lungCancer/shapes/Protocol7>,valid,7078,29.560616731643677
<http://example.org/lungCancer/shapes/Protocol16>,valid,2545,9.107722759246826
<http://example.org/lungCancer/shapes/Protocol14>,valid,1750,6.848782777786255
<http://example.org/lungCancer/shapes/Protocol3>,valid,5950,23.69752073287964
<http://example.org/lungCancer/shapes/Protocol9>,valid,7762,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol16>,valid,2500,9.107722759246826
<http://example.org/lungCancer/shapes/Protocol12>,valid,1150,4.623827934265137
<http://example.org/lungCancer/shapes/Protocol21>,valid,4333,16.042229413986206
<http://example.org/lungCancer/shapes/Protocol10>,valid,431,2.3239073753356934
<http://example.org/lungCancer/shapes/Protocol11>,valid,898,3.54687237739563
<http://example.org/lungCancer/shapes/Protocol18>,valid,3152,11.326359748840332
<http://example.org/lungCancer/shapes/Protocol18>,valid,2873,11.325364828109741
<http://example.org/lungCancer/shapes/Protocol3>,valid,5881,23.69752073287964
<http://example.org/lungCancer/shapes/Protocol18>,valid,3164,11.326359748840332
<http://example.org/lungCancer/shapes/Protocol3>,valid,5999,23.69752073287964
<http://example.org/lungCancer/shapes/Protocol23>,valid,4861,19.35137438774109
<http://example.org/lungCancer/shapes/Protocol4>,valid,6211,25.631577491760254
<http://example.org/lungCancer/shapes/Protocol9>,valid,7916,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol17>,valid,2804,10.21441125869751
<http://example.org/lungCancer/shapes/Protocol6>,valid,6858,28.28168749809265
<http://example.org/lungCancer/shapes/Protocol19>,valid,3236,12.50183892250061
<http://example.org/lungCancer/shapes/Protocol6>,violated,6802,28.28168749809265
<http://example.org/lungCancer/shapes/Protocol17>,valid,2685,10.213403940200806
<http://example.org/lungCancer/shapes/Protocol3>,valid,5952,23.69752073287964
<http://example.org/lungCancer/shapes/Protocol1>,valid,166,1.1829719543457031
<http://example.org/lungCancer/shapes/Protocol18>,valid,2993,11.325364828109741
<http://example.org/lungCancer/shapes/Protocol2>,valid,3666,13.720799207687378
<http://example.org/lungCancer/shapes/Protocol7>,valid,7190,29.561617374420166
<http://example.org/lungCancer/shapes/Protocol8>,violated,7343,30.717232704162598
<http://example.org/lungCancer/shapes/Protocol6>,valid,7000,28.28168749809265
<http://example.org/lungCancer/shapes/Protocol14>,valid,1716,6.848782777786255
<http://example.org/lungCancer/shapes/Protocol14>,valid,1763,6.848782777786255
<http://example.org/lungCancer/shapes/Protocol8>,valid,7401,30.717232704162598
<http://example.org/lungCancer/shapes/Protocol11>,valid,678,3.5458712577819824
<http://example.org/lungCancer/shapes/Protocol3>,valid,5987,23.69752073287964
<http://example.org/lungCancer/shapes/Protocol25>,valid,5527,22.2975971698761
<http://example.org/lungCancer/shapes/Protocol18>,valid,3142,11.326359748840332
<http://example.org/lungCancer/shapes/Protocol12>,valid,1111,4.623827934265137
<http://example.org/lungCancer/shapes/Protocol16>,valid,2551,9.107722759246826
<http://example.org/lungCancer/shapes/Protocol5>,valid,6616,26.907729387283325
<http://example.org/lungCancer/shapes/Protocol18>,valid,3160,11.326359748840332
<http://example.org/lungCancer/shapes/Protocol16>,valid,2323,9.106723546981812
<http://example.org/lungCancer/shapes/Protocol15>,violated,1935,7.937758207321167
<http://example.org/lungCancer/shapes/Protocol17>,valid,2847,10.21441125869751
<http://example.org/lungCancer/shapes/Protocol8>,valid,7544,30.717232704162598
<http://example.org/lungCancer/shapes/Protocol22>,valid,4568,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol14>,valid,1607,6.847782135009766
<http://example.org/lungCancer/shapes/Protocol22>,valid,4749,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol17>,valid,2631,10.213403940200806
<http://example.org/lungCancer/shapes/Protocol5>,valid,6585,26.907729387283325
<http://example.org/lungCancer/shapes/Protocol3>,valid,5841,23.69752073287964
<http://example.org/lungCancer/shapes/Protocol23>,valid,5005,19.35238480567932
<http://example.org/lungCancer/shapes/Protocol1>,valid,191,1.1829719543457031
<http://example.org/lungCancer/shapes/Protocol5>,valid,6690,26.907729387283325
<http://example.org/lungCancer/shapes/Protocol4>,valid,6164,25.631577491760254
<http://example.org/lungCancer/shapes/Protocol1>,valid,134,1.1829719543457031
<http://example.org/lungCancer/shapes/Protocol22>,violated,4507,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol18>,valid,3101,11.326359748840332
<http://example.org/lungCancer/shapes/Protocol10>,valid,356,2.3239073753356934
<http://example.org/lungCancer/shapes/Protocol19>,valid,3387,12.50183892250061
<http://example.org/lungCancer/shapes/Protocol1>,valid,271,1.1829719543457031
<http://example.org/lungCancer/shapes/Protocol2>,valid,3619,13.720799207687378
<http://example.org/lungCancer/shapes/Protocol18>,valid,3012,11.325364828109741
<http://example.org/lungCancer/shapes/Protocol19>,valid,3498,12.50183892250061
<http://example.org/lungCancer/shapes/Protocol23>,valid,4849,19.35137438774109
<http://example.org/lungCancer/shapes/Protocol7>,valid,7090,29.560616731643677
<http://example.org/lungCancer/shapes/Protocol10>,valid,412,2.3239073753356934
<http://example.org/lungCancer/shapes/Protocol19>,valid,3221,12.50183892250061
<http://example.org/lungCancer/shapes/Protocol4>,valid,6286,25.631577491760254
<http://example.org/lungCancer/shapes/Protocol16>,valid,2316,9.106723546981812
<http://example.org/lungCancer/shapes/Protocol18>,valid,2890,11.325364828109741
<http://example.org/lungCancer/shapes/Protocol19>,valid,3253,12.50183892250061
<http://example.org/lungCancer/shapes/Protocol8>,valid,7631,30.717232704162598
<http://example.org/lungCancer/shapes/Protocol21>,valid,4233,16.042229413986206
<http://example.org/lungCancer/shapes/Protocol22>,valid,4580,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol1>,valid,95,1.1829719543457031
<http://example.org/lungCancer/shapes/Protocol8>,valid,7599,30.717232704162598
<http://example.org/lungCancer/shapes/Protocol18>,valid,2958,11.325364828109741
<http://example.org/lungCancer/shapes/Protocol5>,valid,6601,26.907729387283325
<http://example.org/lungCancer/shapes/Protocol8>,valid,7494,30.717232704162598
<http://example.org/lungCancer/shapes/Protocol9>,valid,7722,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol24>,valid,5249,20.82952642440796
<http://example.org/lungCancer/shapes/Protocol19>,valid,3444,12.50183892250061
<http://example.org/lungCancer/shapes/Protocol6>,valid,6910,28.28168749809265
<http://example.org/lungCancer/shapes/Protocol24>,valid,5182,20.82952642440796
<http://example.org/lungCancer/shapes/Protocol18>,valid,3073,11.326359748840332
<http://example.org/lungCancer/shapes/Protocol2>,violated,3518,13.720799207687378
<http://example.org/lungCancer/shapes/Protocol15>,valid,1975,7.937758207321167
<http://example.org/lungCancer/shapes/Protocol25>,valid,5534,22.2975971698761
<http://example.org/lungCancer/shapes/Protocol20>,valid,3924,14.850263833999634
<http://example.org/lungCancer/shapes/Protocol14>,valid,1701,6.848782777786255
<http://example.org/lungCancer/shapes/Protocol18>,valid,2879,11.325364828109741
<http://example.org/lungCancer/shapes/Protocol14>,valid,1718,6.848782777786255
<http://example.org/lungCancer/shapes/Protocol18>,valid,2974,11.325364828109741
<http://example.org/lungCancer/shapes/Protocol15>,violated,1933,7.937758207321167
<http://example.org/lungCancer/shapes/Protocol15>,valid,2179,7.937758207321167
<http://example.org/lungCancer/shapes/Protocol8>,valid,7392,30.717232704162598
<http://example.org/lungCancer/shapes/Protocol10>,valid,553,2.3239073753356934
<http://example.org/lungCancer/shapes/Protocol5>,valid,6445,26.907729387283325
<http://example.org/lungCancer/shapes/Protocol9>,valid,7929,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol12>,valid,1259,4.623827934265137
<http://example.org/lungCancer/shapes/Protocol17>,valid,2655,10.213403940200806
<http://example.org/lungCancer/shapes/Protocol14>,valid,1637,6.847782135009766
<http://example.org/lungCancer/shapes/Protocol22>,valid,4720,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol9>,valid,7793,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol2>,valid,3652,13.720799207687378
<http://example.org/lungCancer/shapes/Protocol21>,valid,4362,16.043229579925537
<http://example.org/lungCancer/shapes/Protocol19>,valid,3294,12.50183892250061
<http://example.org/lungCancer/shapes/Protocol5>,valid,6488,26.907729387283325
<http://example.org/lungCancer/shapes/Protocol7>,valid,7294,29.561617374420166
<http://example.org/lungCancer/shapes/Protocol15>,valid,1989,7.937758207321167
<http://example.org/lungCancer/shapes/Protocol18>,valid,2956,11.325364828109741
<http://example.org/lungCancer/shapes/Protocol3>,valid,6025,23.698529481887817
<http://example.org/lungCancer/shapes/Protocol16>,violated,2235,9.106723546981812
<http://example.org/lungCancer/shapes/Protocol20>,valid,4055,14.850263833999634
<http://example.org/lungCancer/shapes/Protocol24>,valid,5179,20.82952642440796
<http://example.org/lungCancer/shapes/Protocol13>,valid,1292,5.71781849861145
<http://example.org/lungCancer/shapes/Protocol5>,valid,6594,26.907729387283325
<http://example.org/lungCancer/shapes/Protocol15>,valid,1945,7.937758207321167
<http://example.org/lungCancer/shapes/Protocol9>,valid,7716,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol18>,valid,2949,11.325364828109741
<http://example.org/lungCancer/shapes/Protocol7>,valid,7180,29.561617374420166
<http://example.org/lungCancer/shapes/Protocol9>,valid,7744,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol11>,valid,693,3.5458712577819824
<http://example.org/lungCancer/shapes/Protocol16>,valid,2345,9.106723546981812
<http://example.org/lungCancer/shapes/Protocol5>,valid,6481,26.907729387283325
<http://example.org/lungCancer/shapes/Protocol6>,valid,6999,28.28168749809265
<http://example.org/lungCancer/shapes/Protocol12>,valid,1207,4.623827934265137
<http://example.org/lungCancer/shapes/Protocol2>,valid,3716,13.720799207687378
<http://example.org/lungCancer/shapes/Protocol20>,valid,3957,14.850263833999634
<http://example.org/lungCancer/shapes/Protocol4>,valid,6182,25.631577491760254
<http://example.org/lungCancer/shapes/Protocol16>,valid,2459,9.107722759246826
<http://example.org/lungCancer/shapes/Protocol16>,valid,2407,9.107722759246826
<http://example.org/lungCancer/shapes/Protocol17>,valid,2810,10.21441125869751
<http://example.org/lungCancer/shapes/Protocol3>,valid,5817,23.69752073287964
<http://example.org/lungCancer/shapes/Protocol9>,valid,7749,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol14>,valid,1662,6.848782777786255
<http://example.org/lungCancer/shapes/Protocol19>,valid,3307,12.50183892250061
<http://example.org/lungCancer/shapes/Protocol5>,valid,6386,26.907729387283325
<http://example.org/lungCancer/shapes/Protocol23>,valid,5035,19.35238480567932
<http://example.org/lungCancer/shapes/Protocol3>,valid,5994,23.69752073287964
<http://example.org/lungCancer/shapes/Protocol13>,valid,1551,5.71781849861145
<http://example.org/lungCancer/shapes/Protocol13>,valid,1406,5.71781849861145
<http://example.org/lungCancer/shapes/Protocol6>,valid,7015,28.28168749809265
<http://example.org/lungCancer/shapes/Protocol8>,valid,7636,30.717232704162598
<http://example.org/lungCancer/shapes/Protocol10>,valid,428,2.3239073753356934
<http://example.org/lungCancer/shapes/Protocol11>,valid,784,3.5458712577819824
<http://example.org/lungCancer/shapes/Protocol19>,valid,3238,12.50183892250061
<http://example.org/lungCancer/shapes/Protocol25>,valid,5702,22.2975971698761
<http://example.org/lungCancer/shapes/Protocol3>,valid,6008,23.698529481887817
<http://example.org/lungCancer/shapes/Protocol16>,valid,2513,9.107722759246826
<http://example.org/lungCancer/shapes/Protocol6>,valid,6868,28.28168749809265
<http://example.org/lungCancer/shapes/Protocol12>,valid,1144,4.623827934265137
<http://example.org/lungCancer/shapes/Protocol14>,valid,1736,6.848782777786255
<http://example.org/lungCancer/shapes/Protocol18>,valid,3086,11.326359748840332
<http://example.org/lungCancer/shapes/Protocol25>,valid,5497,22.2975971698761
<http://example.org/lungCancer/shapes/Protocol8>,valid,7502,30.717232704162598
<http://example.org/lungCancer/shapes/Protocol4>,valid,6246,25.631577491760254
<http://example.org/lungCancer/shapes/Protocol16>,valid,2355,9.106723546981812
<http://example.org/lungCancer/shapes/Protocol2>,valid,3712,13.720799207687378
<http://example.org/lungCancer/shapes/Protocol6>,valid,6926,28.28168749809265
<http://example.org/lungCancer/shapes/Protocol12>,valid,1230,4.623827934265137
<http://example.org/lungCancer/shapes/Protocol7>,valid,7249,29.561617374420166
<http://example.org/lungCancer/shapes/Protocol22>,valid,4736,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol13>,valid,1295,5.71781849861145
<http://example.org/lungCancer/shapes/Protocol9>,valid,7787,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol6>,valid,6998,28.28168749809265
<http://example.org/lungCancer/shapes/Protocol7>,valid,7093,29.560616731643677
<http://example.org/lungCancer/shapes/Protocol6>,valid,6894,28.28168749809265
<http://example.org/lungCancer/shapes/Protocol10>,valid,458,2.3239073753356934
<http://example.org/lungCancer/shapes/Protocol19>,valid,3418,12.50183892250061
<http://example.org/lungCancer/shapes/Protocol20>,valid,4088,14.850263833999634
<http://example.org/lungCancer/shapes/Protocol20>,valid,3930,14.850263833999634
<http://example.org/lungCancer/shapes/Protocol16>,valid,2431,9.107722759246826
<http://example.org/lungCancer/shapes/Protocol4>,valid,6374,25.631577491760254
<http://example.org/lungCancer/shapes/Protocol9>,valid,7926,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol17>,valid,2675,10.213403940200806
<http://example.org/lungCancer/shapes/Protocol24>,valid,5151,20.82952642440796
<http://example.org/lungCancer/shapes/Protocol16>,valid,2434,9.107722759246826
<http://example.org/lungCancer/shapes/Protocol1>,valid,220,1.1829719543457031
<http://example.org/lungCancer/shapes/Protocol20>,valid,4096,14.850263833999634
<http://example.org/lungCancer/shapes/Protocol7>,valid,7320,29.561617374420166
<http://example.org/lungCancer/shapes/Protocol24>,valid,5225,20.82952642440796
<http://example.org/lungCancer/shapes/Protocol12>,valid,1236,4.623827934265137
<http://example.org/lungCancer/shapes/Protocol4>,valid,6297,25.631577491760254
<http://example.org/lungCancer/shapes/Protocol14>,valid,1682,6.848782777786255
<http://example.org/lungCancer/shapes/Protocol13>,valid,1467,5.71781849861145
<http://example.org/lungCancer/shapes/Protocol2>,valid,3692,13.720799207687378
<http://example.org/lungCancer/shapes/Protocol25>,valid,5496,22.2975971698761
<http://example.org/lungCancer/shapes/Protocol6>,valid,6921,28.28168749809265
<http://example.org/lungCancer/shapes/Protocol24>,valid,5221,20.82952642440796
<http://example.org/lungCancer/shapes/Protocol5>,valid,6613,26.907729387283325
<http://example.org/lungCancer/shapes/Protocol1>,valid,206,1.1829719543457031
<http://example.org/lungCancer/shapes/Protocol9>,valid,7680,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol5>,valid,6484,26.907729387283325
<http://example.org/lungCancer/shapes/Protocol17>,valid,2824,10.21441125869751
<http://example.org/lungCancer/shapes/Protocol20>,valid,3864,14.849263191223145
<http://example.org/lungCancer/shapes/Protocol2>,valid,3821,13.720799207687378
<http://example.org/lungCancer/shapes/Protocol23>,valid,4812,19.35137438774109
<http://example.org/lungCancer/shapes/Protocol5>,valid,6468,26.907729387283325
<http://example.org/lungCancer/shapes/Protocol12>,valid,1038,4.623827934265137
<http://example.org/lungCancer/shapes/Protocol17>,valid,2777,10.21441125869751
<http://example.org/lungCancer/shapes/Protocol1>,valid,210,1.1829719543457031
<http://example.org/lungCancer/shapes/Protocol11>,valid,698,3.5458712577819824
<http://example.org/lungCancer/shapes/Protocol15>,valid,2093,7.937758207321167
<http://example.org/lungCancer/shapes/Protocol19>,valid,3309,12.50183892250061
<http://example.org/lungCancer/shapes/Protocol17>,valid,2829,10.21441125869751
<http://example.org/lungCancer/shapes/Protocol1>,valid,68,1.1829719543457031
<http://example.org/lungCancer/shapes/Protocol15>,valid,2090,7.937758207321167
<http://example.org/lungCancer/shapes/Protocol3>,valid,5865,23.69752073287964
<http://example.org/lungCancer/shapes/Protocol23>,valid,4914,19.35137438774109
<http://example.org/lungCancer/shapes/Protocol9>,valid,7658,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol8>,valid,7479,30.717232704162598
<http://example.org/lungCancer/shapes/Protocol22>,valid,4524,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol22>,valid,4642,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol2>,valid,3659,13.720799207687378
<http://example.org/lungCancer/shapes/Protocol23>,valid,4823,19.35137438774109
<http://example.org/lungCancer/shapes/Protocol10>,valid,568,2.3239073753356934
<http://example.org/lungCancer/shapes/Protocol23>,valid,4963,19.35238480567932
<http://example.org/lungCancer/shapes/Protocol15>,valid,2102,7.937758207321167
<http://example.org/lungCancer/shapes/Protocol11>,valid,922,3.54687237739563
<http://example.org/lungCancer/shapes/Protocol22>,valid,4606,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol15>,valid,2173,7.937758207321167
<http://example.org/lungCancer/shapes/Protocol22>,valid,4562,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol3>,valid,5874,23.69752073287964
<http://example.org/lungCancer/shapes/Protocol7>,valid,7242,29.561617374420166
<http://example.org/lungCancer/shapes/Protocol14>,valid,1850,6.848782777786255
<http://example.org/lungCancer/shapes/Protocol23>,valid,4962,19.35238480567932
<http://example.org/lungCancer/shapes/Protocol3>,valid,5984,23.69752073287964
<http://example.org/lungCancer/shapes/Protocol14>,valid,1673,6.848782777786255
<http://example.org/lungCancer/shapes/Protocol20>,valid,3843,14.849263191223145
<http://example.org/lungCancer/shapes/Protocol22>,valid,4688,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol11>,valid,812,3.54687237739563
<http://example.org/lungCancer/shapes/Protocol24>,valid,5332,20.82952642440796
<http://example.org/lungCancer/shapes/Protocol25>,valid,5591,22.2975971698761
<http://example.org/lungCancer/shapes/Protocol9>,valid,7843,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol9>,valid,7938,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol25>,valid,5645,22.2975971698761
<http://example.org/lungCancer/shapes/Protocol12>,valid,1172,4.623827934265137
<http://example.org/lungCancer/shapes/Protocol21>,valid,4389,16.043229579925537
<http://example.org/lungCancer/shapes/Protocol20>,valid,3963,14.850263833999634
<http://example.org/lungCancer/shapes/Protocol15>,valid,2228,7.937758207321167
<http://example.org/lungCancer/shapes/Protocol13>,valid,1383,5.71781849861145
<http://example.org/lungCancer/shapes/Protocol9>,valid,7777,31.928210496902466
<http://example.org/lungCancer/shapes/Protocol24>,valid,5228,20.82952642440796
<http://example.org/lungCancer/shapes/Protocol5>,valid,6402,26.907729387283325
<http://example.org/lungCancer/shapes/Protocol1>,valid,316,1.1829719543457031
<http://example.org/lungCancer/shapes/Protocol3>,valid,5988,23.69752073287964
<http://example.org/lungCancer/shapes/Protocol1>,valid,31,1.1829719543457031
<http://example.org/lungCancer/shapes/Protocol23>,valid,5067,19.35238480567932
<http://example.org/lungCancer/shapes/Protocol1>,valid,89,1.1829719543457031
<http://example.org/lungCancer/shapes/Protocol23>,valid,4832,19.35137438774109
<http://example.org/lungCancer/shapes/Protocol16>,valid,2446,9.107722759246826
<http://example.org/lungCancer/shapes/Protocol20>,valid,3964,14.850263833999634
<http://example.org/lungCancer/shapes/Protocol8>,valid,7457,30.717232704162598
<http://example.org/lungCancer/shapes/Protocol10>,valid,396,2.3239073753356934
<http://example.org/lungCancer/shapes/Protocol21>,valid,4393,16.043229579925537
<http://example.org/lungCancer/shapes/Protocol20>,valid,4090,14.850263833999634
<http://example.org/lungCancer/shapes/Protocol23>,valid,4933,19.35238480567932
<http://example.org/lungCancer/shapes/Protocol1>,valid,169,1.1829719543457031
<http://example.org/lungCancer/shapes/Protocol15>,valid,2066,7.937758207321167
<http://example.org/lungCancer/shapes/Protocol23>,valid,4947,19.35238480567932
<http://example.org/lungCancer/shapes/Protocol12>,valid,1175,4.623827934265137
<http://example.org/lungCancer/shapes/Protocol23>,valid,5063,19.35238480567932
<http://example.org/lungCancer/shapes/Protocol23>,valid,5068,19.35238480567932
<http://example.org/lungCancer/shapes/Protocol23>,valid,5097,19.35238480567932
<http://example.org/lungCancer/shapes/Protocol2>,valid,3688,13.720799207687378
<http://example.org/lungCancer/shapes/Protocol13>,valid,1337,5.71781849861145
<http://example.org/lungCancer/shapes/Protocol13>,valid,1506,5.71781849861145
<http://example.org/lungCancer/shapes/Protocol2>,valid,3730,13.720799207687378
<http://example.org/lungCancer/shapes/Protocol23>,valid,5026,19.35238480567932
<http://example.org/lungCancer/shapes/Protocol24>,valid,5348,20.82952642440796
<http://example.org/lungCancer/shapes/Protocol22>,violated,4469,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol12>,valid,1093,4.623827934265137
<http://example.org/lungCancer/shapes/Protocol22>,valid,4744,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol23>,valid,4803,19.35137438774109
<http://example.org/lungCancer/shapes/Protocol3>,valid,5828,23.69752073287964
<http://example.org/lungCancer/shapes/Protocol17>,valid,2836,10.21441125869751
<http://example.org/lungCancer/shapes/Protocol22>,violated,4510,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol25>,valid,5726,22.2975971698761
<http://example.org/lungCancer/shapes/Protocol18>,valid,3045,11.325364828109741
<http://example.org/lungCancer/shapes/Protocol6>,valid,6895,28.28168749809265
<http://example.org/lungCancer/shapes/Protocol17>,valid,2618,10.213403940200806
<http://example.org/lungCancer/shapes/Protocol15>,valid,2163,7.937758207321167
<http://example.org/lungCancer/shapes/Protocol22>,valid,4675,17.69244074821472
<http://example.org/lungCancer/shapes/Protocol14>,valid,1848,6.848782777786255
